person_id,positive_neighbor_count,has_positive_neighbor,positive_component_id,positive_component_size,is_isolated_positive
159,5,1,1,15,0
9793,5,1,1,15,0
21778,4,1,2,21,0
46099,4,1,2,21,0
59455,4,1,1,15,0
83950,4,1,3,22,0
94315,2,1,0,22,0
94734,1,1,1,15,0
100701,1,1,3,22,0
117502,3,1,1,15,0
145138,1,1,2,21,0
176334,2,1,0,22,0
196366,2,1,1,15,0
196471,3,1,0,22,0
198877,4,1,3,22,0
208252,4,1,0,22,0
217280,6,1,2,21,0
226836,1,1,3,22,0
233175,3,1,2,21,0
237304,2,1,1,15,0
242623,3,1,2,21,0
252521,4,1,3,22,0
272471,1,1,0,22,0
316110,2,1,3,22,0
320836,4,1,3,22,0
340075,3,1,0,22,0
348253,3,1,0,22,0
349012,2,1,2,21,0
368717,2,1,3,22,0
388609,3,1,0,22,0
392931,4,1,1,15,0
403584,6,1,0,22,0
415100,3,1,2,21,0
440460,2,1,3,22,0
449377,1,1,0,22,0
452187,4,1,2,21,0
472963,2,1,0,22,0
475290,1,1,2,21,0
487466,2,1,3,22,0
523405,7,1,3,22,0
525295,1,1,3,22,0
526261,2,1,3,22,0
527936,1,1,0,22,0
531293,3,1,3,22,0
536514,2,1,0,22,0
536635,4,1,0,22,0
561346,5,1,2,21,0
585559,2,1,2,21,0
596494,2,1,0,22,0
597380,2,1,1,15,0
599834,4,1,2,21,0
602934,4,1,2,21,0
611756,2,1,3,22,0
619924,4,1,0,22,0
621287,3,1,0,22,0
625884,3,1,3,22,0
635856,1,1,1,15,0
717323,3,1,1,15,0
721880,3,1,2,21,0
731055,3,1,3,22,0
731442,1,1,3,22,0
737277,5,1,2,21,0
742117,4,1,1,15,0
772407,1,1,3,22,0
775278,2,1,3,22,0
808900,2,1,2,21,0
815905,1,1,2,21,0
854595,1,1,0,22,0
858719,2,1,2,21,0
879315,4,1,1,15,0
887180,3,1,1,15,0
888397,1,1,3,22,0
892879,2,1,0,22,0
924067,3,1,1,15,0
934243,2,1,0,22,0
934764,2,1,0,22,0
949552,3,1,2,21,0
949593,2,1,3,22,0
972964,1,1,0,22,0
984395,2,1,2,21,0
